Genes	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\1A_RA2_1_24819.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\1B_RD3_1_24856.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\1C_RF5_1_24884.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\2A_G1_1_24820.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\2B_RD4_1_24857.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\2C_RF6_1_24885.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\3A_RA4_1_24822.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\3B_RD5_1_24858.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\3C_G1_1_24886.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\4A_RA5_1_24823.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\4B_RD6_1_24859.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\4C_RF8_1_24888.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\5A_RA6_1_24824.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\5B_RD7_1_24860.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\5C_RF9_1_24889.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\6A_RA7_1_24825.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\6B_RD8_1_24861.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\6C_RF10_1_24890.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\7A_G1_1_24826.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\7B_G1_1_24862.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\7C_RF11_1_24891.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\8A_RA9_1_24828.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\8B_RD10_1_24866.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\8C_RG1_1_24892.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\9A_RA10_1_24829.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\9B_RD11_1_24867.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\9C_RG2_1_24893.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\10A_RA11_1_24830.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\10A_RA11_1_24832.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\10B_RE1_1_24868.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\10C_RG3_1_24894.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\11A_RB1_1_24833.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\11B_RE2_1_24869.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\11C_RG4_1_24895.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\12A_RB2_1_24834.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\12B_RE3_1_24870.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\12C_RG5_1_24896.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\13A_RB3_1_24835.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\13B_RE4_1_24871.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\13C_G1_1_24897.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\14A_RB4_1_24837.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\14B_RE5_1_24872.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\14C_RG7_1_24899.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\15A_RB5_1_24838.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\15B_RE6_1_24873.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\15C_RG8_1_24900.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\16A_RB6_1_24839.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\16B_RE7_1_24874.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\16C_RG9_1_24901.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\17A_G1_1_24840.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\17B_G1_1_24875.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\17C_RG10_1_24902.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\18A_RB8_1_24842.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\18B_RE9_1_24877.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\18C_RG11_1_24903.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\19A_RB9_1_24843.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\19B_RE10_1_24878.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\19C_RH1_1_24904.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\20A_RB10_1_24844.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\20B_RE11_1_24879.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\20C_RH2_1_24905.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\22A_RB11_1_24845.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\22B_RF1_1_24880.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\22C_RH3_1_24906.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\23A_RC1_1_24846.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\23B_RF2_1_24881.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\23C_RH4_1_24907.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\24A_RC2_1_24847.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\24B_RF3_1_24882.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\24C_RH5_1_24908.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\25A_RC3_1_24848.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\25B_RF4_1_24883.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\25C_G1_1_24909.d
ACADVL	94181.4	82540.7	118819	94801.7	75881.4	102190	91005.5	90871.6	102409	25475	79214.5	114600	67492.5	81889.8	104947	65238.8	102292	63389.3	67669.9	112605	98795.7	50979	75026.1	67592.5	99105.2	96308.2	107767		65189.2	120045	88507.6	90110.3	88076.8	113255	3050.68	97391.6	94326.6	155655	92596.8	119080	67968	146259	110140	55354.2	89971.6	134293	73227.3	115785	124918	72367.5	78905.6	100904	69994.5	98485.3	93506.6	37747.4	140473	104080	39870	137172	49730.2	19371.7	123976	79295.9	92115.6	94295.9	99615	64858.7	131704	118714	68960.8	78602	140530
ACAT1	52859.5	48521.9	14153.6	41356.7	23903.7	13964.5	45437.6	48765.6	22671.8	30463.3	21099.2	27818.2	42397.9	29103.4	24257.9	51592.5	25548.7	14055.3	42736.1	19304.2	19626.5	58667.8	38372.5	35757.3	46804.7	29683.8	25951.8		39735.8	35886.5	18341.8	36951.6	21181.3	16840.1	6220.81	43182.5	22136.3	73996.3	45044.5	30356.3	29360.6	33644.2	34999.7	42503.2	36014.1	24896.6	46194.6	29607	20089.8	50221.1	30777.8	8613.47	54077.2	37706.4	20328.8	24541.6	42535.3	21364.1	24098.1	29513	33728.5	9533.26	15741.3	29940.8	30897.3	15300.6	17509	38227.7	23511.1	28660.6	32297.2	25413.1	32181.8
ACE	6402.13	6142.59		2909.4	6331.62	2855.38	2535.65	6122.77	3043.66		5808.96	3801.72	4459.15	7643.69	2387.66	988.605	6103.28	2546.4	3316.72	7960.78	3888.44	1447.64	8213.54	5286.5	4389.04	6483.26	3372.67		4685.17	4964.63	3314.78	2726.98	7302.92	3888.32		9711.38	2637.24		6760.04	3411.72	4839.38	6997.15	5645.94	2776.23	4832.1	4485.25	4156.86	8256.22	4081.46	1628.86	6705.63	5512.49		6644.25	3134.74		7576.59	7065.2		5071.03	3808.18	4231.73	8953.67	5060.35	2046.86	5565.2	5631.91		4747.55	3320.89	6536.62	4318.39	
ACLY	6545.65	6913.47	3462.34	6590.49	6082.51	3214.65	6171.32	5837.26	4046.02	6083.79	5245.48	4581.61	7631.01	6766.72	4082	6992.5	4175.93	2259.01	6387.68	7001.09	4494.27	6289.57	6640.63	4660.06	5044.58	5732.77	3885.11		4619.09	5881.59	3162.82	9084.11	3346.1	3690.35	16128.5	6035.7	4230.56	20078.1	5877.47	4056.89	6375.54	5553.42	5482.11	8254.54	5362.92	5565.94	6070.35	6383.98	3555.71	5877.59	4755.11	5151.27	6893.93	7305.93	4715.74	4310.89	6189.71	6183.39	4176.66	4010.91	8750.88	7723.94	4752.39	11614.3	5377.27	4641.98	4527.72	6864.79	4665.96	5237.35	8419.95	3544.01	
ACO1	24606.2	35890.5	38606.3	23840.6	29467.7	31278.5	24829.8	42305.6	33373	14086.8	33134.5	31217.7	23426.5	39790.6	43915.4	19360.8	50392.6	39449	25210	52177.5	42547	21587.6	43045	33370.8	23067.4	44627.7	33182.4		18052.3	47915.2	34333.7	15455	32985.4	25289.7	3792.54	39019.7	27623	66784.1	35178.1	39850.9	21994	49842.9	31630.9	17233.8	34505.8	31986	21271.8	42497.9	37223.2	26837.6	41337.8	27292.8	16467.5	35165.7	24197.6		52133.6	33612.2	8948.53	44437.1	22905.7	5998.2	41354	34517.3	22568.7	37157.3	34715.7	11739.6	37092.7	29270.3	24865.2	28373.5	11507.5
ACO2	475151	580048	426002	636785	311723	519584	693204	589230	534146	339013	333400	486327	556037	369245	484554	625927	441418	443212	608537	533513	426903	526722	375800	470361	614732	453935	448926	9.61452e+08	495646	578329	440344	461452	394802	554680	34635.6	522205	436029	732695	460951	656160	538172	594704	516142	585245	522399	481096	586573	418606	476038	670756	501136	371726	559938	487449	415953	286139	605203	408713	302147	370553	274128	159109	450006	347387	514580	527721	418437	433135	472261	417704	368471	438767	475753
ACOT11	9510.55	5327.53	12227.7	6610.16	4762.69	3927.33	6982.54	7480.05	8355.46		5889.57	7335.83	5920.3	6471.39	6925.77	7458.31	8451.76	4263.04	4910.46	6823.43	3872.84	8922.19	12368.2	3006.35	6662.23	6052.81	6250.26			6962.83	6987.93		7031.13	2664.65		8128.76	5877.34		5700.23	5367.84	7471.74	10252	4532.26	10130.1	8116	6778.85	8958.99	11115.8	7735.34	7950.54	6204.29	4944.32		8404.6	6855.76		9013.42	5278.66		7955.44	4471.01		6525.84	3796.33	6678.1	7735.54	4989.44	3220.93	9896.02	8864.94	10438	6385.77	
ACOT13	12402.5	9663.73	26754.3	7058.77	6315.95	15370.7	6443.12	6676.04	18404.1	2872.74	8022.21	18652.8	5445.76	6437.33	13702.4	11158.4	16073.4	31157.2	5400.49	11055.8	14976.5	4521.43	8651.16	13344.8	5675.46	9277.66	13831.5		4079.2	5479.4	11052.2	5946.09	13435.3	13969.9		8167.61	20387.4	8972.44	7728.12	20863.8	10276.4	14781.3	14272	4783.73	4178.1	9260.12	7294.93	11601.6	16123.2	7884.34	10173.6	22440.2	4594.82	5694.56	6380.34	3985.33	12753.8	10198.4	5143.03	22210.3	8506.17	7088.52	4714.14	3482.92	6844.36	14746.1	14076	4047.05	19614	12540.6	6255.4	11304.4	
ACOT6	7851.4		2779.04	4624	5391.87	5236.81	6316.21	3584.98	5748.03		7414.79	4189.44		2511.31	7556.95	11218.8	10537.7	2994.28	7002.16	2409.41	12875.1		3793.7	4329.57	3217.28	12378.9	12981.2			5911.64	4578.82		10224.2	10468.6	9057.79	4818.43	7344.43		1941.49	11237.8	4116.29	2812.99	6518.23	5924.85	7271.83	5005.03	12631	3607.43	10837.6	3944.41	4607.02	3304.7	2225.69	8503.15	8569.89		4567.82	6935.1		7402.81	5869.36	44453.6	2484.56	6044.44	4490.89	5431.74	8388.28	11467.1	3622.56	9177.11		5302.54	
ACOT7	924.284		803.215	1221.21		1050.45	1141.36	901.808	908.326	1818.6	1468.63			1005.47			1231.02		1494.95	1517.56	622.244				1638.16	525.057	1252.88						814.526	1053.44	1764.33	1212.37	1242.18			976.025						781.842					681.824	2382.09		1234.83	1134.91			1366.19		827.915	1188.92		1643.09	3168.51		1237.25	940.756		1732.49	1294.93		1766.88	
ACOT9	6039.17	4760.53	6257.79	4074.53	3413.81	4408.76	3315.53	4345.84	5028.32	3457.96	6543.78	5647.26	4440.83	4039.97	3928.63	5970.58	6112	4485.39	4169.95	5221.03	5398.31	4744.47	4800.46	5245.37	3770.94	4603.36	3883.63		3978.85	4733.87	4585.69	2995.08	4539.76	3903.13		4348.29	4928.18	8258.86	3200.52	6046.27	3518.24	5359.92	3238.59	3183.13	3928.01	5179.59	4279.57	5173.28	4222.01	5005.18	4565.99	5210.98	8166.69	4828.82	3331.7		6005.08	3590.46	3680.65	5426.36	3971.08		5494.71	3289	5978.3	3910.02	3527.76	2312.48	6384.52	4439.63	7752.46	4232.72	
ACOX1	2557.45	2397.49	2347.97			1020.14	1932.64	1721.47	2680.62		1529.41	2047.27			2171.66		1138.5	2422.21		1771.57	1243.74			1761.65	2887.74	2224.08	1286.73			1996.85	1670.48	2669.31	1639.61	1645.44		1800.07	1482.35		910.07	1305.74		1206.11	2034.66	1687.46	2631.43	2641.95	2142.52	1557.6	967.261	2103.66	1757.66	1802.12		838.899	1468.84					1249.29			2562.2	1984.71		1140.38			2278.96	2801.54	1998.55	1551.7	
ACOX2						648.949			369.476						328.669			379.218			601.413			629.326			297.231				480.686			379.67			607.715			300.305		275.605							333.347					348.609												434.638	300.632					559.803	
ACP1	11135.5	8225.28	4666.62	8745.46	4870.61	2573.82	15252	8586.47	3857.6	30906.5	3828.36	5494	18490.4	10106.2	12600.7	22419	7710.28	5132.33	18705.1	10011.4	7464.66	11330.3	8606.04	5923.7	16526.4	8431.68	7562.48		16163.2	3660.54	2304.12	17196.9	5026.26	6893.59	37982.1	6518.2	2477.22		6044.79	5420.59	23981.5	8021.42	9877.48	21129.7	17582.5	7792.17	13984.8	7717.36	6488.55	12027.3	7105.36	5256.23	20298	12568.9	11960.2	13508.9	11404.6	9553	19447.4	6383.53	10361.3	10951.2	4080.98	6780.32	12614.6	6522.21	9047.93	33703.8	6645.94	10568.7	16562	8362.77	
ACSF2	10838.6	9828.3	9581.76	13282.9	9073.5	12243.6	13258.3	8694.54	8052.44	9233.88	8171.68	11901.7	12352.4	6374.08	12081.2	13577.1	8563.52	9751.59	12706.7	8028.77	9925.94	11721.1	8621.38	12170.4	13479.3	11349.9	11536.9		10087.5	9755.25	8714.04	11013.4	7224.13	9019.1		10480.6	8526.83	25227	9873.74	11804	9745.81	8137.7	9374.88	14224.5	10035.3	12018.4	14996.4	7053.71	11745.9	12854.8	9904.18	9101.11	14260.1	11954.5	11076.2	9663.36	10286.3	11244.2	7965.92	9014.48	8628.42	6573.91	8180.13	11304.7	13702.6	10892	11425.1	15207.3	8741.47	10775	11550.1	8111.53	
ACSF3	6432.36	1827.68	4969.28	3917.43	2706.49	6594.1	4064.54	1465.29	4635.65		3326.3	3375.61		1700.58	3485.67	4618.86	3912.08	5076.01	3977.93	3122.06	5442.81	1879.13	1702.42	2494.52	3355.01	4950.87	4823.16		1763.72	2790.97	6077.51		3699.51	4146.26		1294.27	4530.6		1408.6	4576.76	2224.96	3217.54	2587.84		4657.98	3685.32	2644.06	2003.82	4352.03	2934.04		3107.37	3141.99	3639.41	4183		3108.9	3057.12		4082.28	2051.02		3253.77	2385.35	1257.79	3922.77	4207.82	3803.41	2783.8	2610.72		4367.97	
ACSL1	5430.81	4961.8	5747.96	4605.14	5075.95	5898.58	5346.97	5892.51	15893.3		5283.49	6652.42	3410.99	4660.5	5910.14	5247.34	5552.49	5670.72	3694.74	6372.81	9557.44	4164.64	4874.1	7387.22	4228.34	4203.23	4605.14	5.49552e+07	5166	9429.61	10537	4401.3	7489.15	6687.28		4832.19	6725.95	15934	6621.44	11106.5	5810.66	6624.89	7632.43	5515.16	6067.74	10253.9	5090.04	5994.18	14466.6	7017.15	4814.71	6729.38	5918.67	6644.81	5039.93		7530.42	5410.41	5433.83	8432.97	3999.14		7798.01	5527.93	7883.1	4362.95	4539.1	3816.84	7353.56	6111.99	7571.41	7094.76	
ACSM5	4435.65	4476.58	4369.79	7472.66	4875.97	6001.33	6534.77	5200.81	4727.21		5971.46	5149.92	5702.1	2401.31	3402.93	9167.47	10316.5	8001.64	3892.7	4880.67	5375.48	6625	8508.28	9744.67	8244.79	6068.25	9836.21		7376.67	12112.2	12487.4	3134.05	5566.81	5829.6		8047.77	9375.79		7273.44	12906.6	4845.3	5315.12	4009.55	4293.09	4202.28	5794.9	5040.88	3447.26	5291.06	11310.7	9104.67	10918	10856.1	6226.84	6850.43	4463	4684.21	3853.07	3422.47	4712.63	7026.04	5589.14	7329.21	5088.3	3708.33	5407.37	5826.06	6498.63	5234.27	6580.89	5965.85	8274.65	
ACSS1	96826.6	101934	111774	73095.8	80308.7	152522	99661.7	126046	148477	36495.9	46236.9	69988.7	56273.6	84485.6	162524	81836.6	135250	96722.9	73175.3	125934	118381	88392.5	126594	167105	84229.2	132441	162458		73952.7	158251	145720	64219	69776.1	86184.5	13674.5	107776	103271	163523	80155.8	136725	93847.9	188436	145493	65946.5	129046	146900	87091.9	106851	192533	67050.8	80998.9	56211.3	80880	88744.9	64490.4	35868.6	111507	97944.9	48451.7	127069	57748.7	42430.8	124339	86037.9	66727.8	97623.7	86912.3	66756.6	87455	75951.1	95054.8	88175.5	42271.9
ACSS2			776.376	1613.86		854.117		1045.23	892.753		648.204	624.976					420.896	931.386		856.692	802.798			642.891			1001.08				866.418			874.986			782.94			1353.66		991.732	876.666			739.333		839.832	1176.65		877.195			993.721	1303.3		499.352	962.455		1260.62			1270.62	948.366		839.697	840.154		1116.92	1221.82		1234.38	
ACSS3	13326.7	12035.5	9047.14	10458.8	7241.38	5868.78	11372.5	9331.41	7179.98	6661.45	9122.53	12529.2	8254.52	8443.23	11134.9	12648.4	8493.56	8039.16	12391.6	11247.7	7252.38	11222.6	6898.68	7658.88	9612.96	8701.83	7197.49		10356.5	10796.6	7390.54	12491.7	6540.18	6457.12		8888.74	7076.08	18191	9746.83	10746.5	8098.45	9529.12	11625.6	10541.1	8688.3	9106	12528.2	7749.26	5643.45	14283	10201.8	8490.45	10816.4	9517.93	5661.95	7085.2	9786.24	6715.75	7982.02	8243.09	12899.2	3302.55	7418.8	7936.08	12381.5	7889.83	6258.22	16216.7	10138.1	9597.12	14618.8	8946.09	
ACTA1	4322.1	3772.59	3928.23	8856.63	4578.09	8617.35	5513.03	818.388	11859.4	14519.8	4397.39	8445.49	19973	1158.82	2867.38	14264.1	3800.11	5034.37	12638.3	2643.52	7380.05	13702.6	2012.29	2858.36	8826.4	5269.21	4049.94		13301.6	13435.3	4879.78	10839	5393.64	3853.43		2595.06	20875.3	14954.4	6028.96	6751.71	5076.69	1302.09	3215.4	27823.7	4035.25	7116.04	7789.43	5475.54	3634.21	9849.53	7696.55	6885.46	11501.3	2676.72	7460.25	10625.8	4088.61	6714.63	18441.6	4240.1	51854.2	28193.5	6292.06	6075.14	3270	10529	4633.06	16702.6	8316.11	3926.14	3443.27	14908.8	
ACTB	2669.68	1970.12	2249.64	3693.36	3561.85	1617.94	2697.57	2496.75	1511.88	10552.2	1292.69	1469.94	11365.6	1991.24	1756.31	6424.57	1425.85	1612.79	4143.56	2104.66	868.424	4681.98	1589.82	1738.51	4674.54	3386.75	1063.96		8372.92	3285.26	714.08	8597.37	2363.88	1548.04	20410.6	2797.76	2360.93		2473.86	1592.88	7321.05	3358.13	1606.28	9152.17	4879.94	1061.5	4796.24	3491.55	683.832	4406.78	3824.04	2322.24	4078.53	2292.85	1801.92	9704.25	2955.73	2466.85	7040	1956.42	4316.97	22789.6	4105.83	2190.42	12373	3539.72	1669.38	9769.99	3849.03	2680.06	15621.7	2031.17	
ACTBL2	57783.9	38273.7	24283.3	78026.6	71029.2	30904.9	55773.4	20172.7	30634.8	168493	35768.6	17917.4	73326.2	20877.7		68522.1		23334	66177.6	50113	30362.5	90946.4	27218.4	26331.3	53821.5	44954	23319.4		151619		22230.5	207871	30281.9	30041.8	1.25538e+06	48579.8	56182.6			10191.1	100388	45969.5	38031.1	110443		32243.6	46907.9		21794.9	48357.3	20863	80011.6	76199.4		33948.6	88106.1	36840.3	83237.5	164268	29906.8		155281	74875.1	65662.6	55412	79497.6	70814.7	113598	51652.1	33090.6	33151.1	48441.8	20555.1
ACTG2						1095.06			2916.4			923.46			783.273					542.38	4170.56			487.024			1208.1			1612.27			2252.29	2417.94		255.379	6941.32			2672.14		496.146	633.615		899.795	1126.24		1300.75	2439.91					1839.41			568.567			9685.19						1656.41	1585.31		1838.37	261.442		3456.32	
ACTL6A			530.597	928.857		757.508			891.177		620.064										1038.36		1241.8				1323.37				462.181			881.869			638.726						1422.73			998.808			650.19					1167.26	975.19			738.318					1313.67			1023.87						800.35	
ACTMAP	118115	18284.5			5957.18			23727.4					9942.75								29692.9	10369.3							4189.56				2341.54	14820.9					15024.3			15411.6					5882.15		27550.9												14942.2			6077.34			8804.94			8533.49		13253.1	
ACTN1	4345.1	3210.16	1968.03	3135.52	3089.41	1800	3186.88	1977.37	3070.33	9461.51	2558.71	1455.14	3810.44	3550.43	1430.46	4380.06	3244.36	1130.9	3578.33	2203.4	1723.04	4459.97	2744.34	1344.14	4516.83	2839.76	1588.52		5142.3	3039.98	2656.91	10287.6	1635.46	1571.84	25664.3	2686.62	4020.72	46734.6	2213.63	1198.15	6319.98	2892.27	3997.94	5617.02	2292.12	1353.49	3950.48	3564.45	2162.95	2909.87	1579.11	3440.14	6046.67	1621.36	1372.67	7099.97	2354.12	6214.38	8861.77	1742.1	2336.17	13918.6	3105.58	2419.23	5617.68	2049.31	3509.99	9318.03	2436.29	1741.66	3664.94	2004.04	
ACTN2	5540.41	8629.07	3825.74	4542.29	7575.81	4368.08	4895.82	8209.96	17777.9	8206.78	5847.56	5586.76	5638.33	3548.68	2148.33	6056.54	13558.5	6085.02	3905.42	6433.13	10595.5	9139.02	3826.39	3720.25	15572.4	3536.19	3331.82		8212.33	131427	4587.73	7558.95	11168.3	5326.75	4961.14	7361.91	16172.2	16511.8	5853.79	17035.9	6539.2	4471.03	8708.02	11973.8	7201.34	2506.08	4971.35	4107.81	2515.38	19371.5	10193.5	4988.24	14733.9	4315.6	1862.97	12165.6	6240.38	6950.04	6704.63	5083.1	7700.01		5824.09	6987.79	3995.79	3031.21	6171.23	8400.23	6139.59	2920.74	3613.28	6015.06	
ACTN4	3893.41	6826.97	4235.88	3917.11	5647.82	4298.41	3907.57	3767.53	7144.27	5476.81	7415.37	3631.81	2545.98	3565.89	3746.95	6790.61	7344.5	4052.31	2747.24	6009.78	3769.61	4442.07	4328.64	2314.75	5636.21	6985.76	3740.31		5362.2	8954.05	3751.84	5210.59	4287.1	3538.1	2659.12	4918.23	6941.92	13998.4	4950.62	2985.15	5936.39	5072.19	6313.3	5641.65	3881.7	3457.33	6377.1	5923.91	4792.12	7737.79	5141.32	8617.6	7213.24	3897.56	3242.57		4446.83	8283.91	4874.17	3253	3812.64	9893.6	6153.74	5484.2	8148.79	6168.68	6043.4	6098.32	4097.41	4302.04	5539.9	4105	
ACTR10	1909.4	1230.61	1919.97	1466.62	750.358	514.354		2369.9	1674.23		941.511	1694.29	933.001	1292.48	1320.92		688.677	1373.88	991.82	1622.93		1101.65	2706.7	780.964		1010.57	1057.49			2003.51	1044.4			372.449		2325.1	1632.75	4170.6	1815.38		1209.19	2466.53	846.071	2263.93	2034.76	1397.97	2149.24	3139.41	274.547		1642.67	1605.3	2493.75	1498.83	1018.74		2570.84	1468.02	2312.16	1607.82	1108.27		2333.63	2443.7	2195.97	1509.56	733.57		2654.08	1821.41	2188.64	1045.94	
ACTR1A		1191.39	865.551	1157.64	925.758	1027.79	1321.01	646.266			1203.45	771.02		874.157			1137.69	950.936		817.041	864.308	1954.44	851.567			857.735	890.683			878.333	499.656	1002.52	681.089			861.579	975.596		1313.27	567.007	1102.63	682.861	461.335	2159.01	1359.87	734.21		945.102	843.066	1317.49		1278.65		1073.29	1065.56		851.355	1041	1039.56	808.104			1434.69	1064.83		885.607	709.809		1047.86	941.341		977.884	
ACTR1B	1773.78	1242.91	579.108	360.564				1161.62	326.997		254.761	487.439		684.578		1522.51				1363.48			1175.76		1121.67	1265.4	648.33					963.098		502.643		1506.32		4132.56	859.848			1070.87						1657.73	314.062	1436.56	303.133	666.07		902.134	652.615		2228.44	693.39	1340.44	1089.02			552.319	1059.56	1817.1	625.556	685.08		573.604		1202.37	428.595	2981.26
ACTR2	3849.49	4640.4	4331.74	3245	4827.55	2755.9	3573.26	4847.22	4435.26	7250.91	3078.58	4193.92	4940.68	4376.9	4194.98	4115.38	3435.57	3571.8	5151.44	3197.47	2116.88	3115.19	4507.87	3879.3	4544.99	3158.69	3050.3		4046.82	5909.52	3541.31	7109.97	2881.16	3224.76	7855.16	5922.85	3818	16905	4609.88	3264.61	3296.85	5463.96	4369.53	7323.57	5670.08	3319.12	4950.53	4587.8	3058.83	4055.15	6006.45	3470.81	6785.18	3477.3	3149.58		4938.35	3084.73	7090.41	3721	4344.01	6875.76	4180.04	3855.23	6346.42	3347.15	2713.52	5313.08	3251.46	2988.07	3693.79	2477.12	
ACTR3	6854.37	6037	6246.87	6952.28	7085.03	7920.29	6985.99	6357.76	6845.1	12147.2	7269.6	8184.12	7300.95	6614.54	7875.08	6221.44	7160.92	7359.63	7886.51	6664.39	8626.13	6345.65	7653.9	9178.79	7526.12	6683.4	9045.66		14024.5	7449.05	7918.23	9763.61	7658.73	8424.12	43376.9	6378.66	6671.17	24041.8	5750.59	9646.64	11697	8750.21	11024.4	8190.93	7423.58	9667.91	5650.75	7637.6	8741.54	4602.35	6147.9	8196.76	8415.78	8014.5	6663.32	10025.6	7881.56	9250.55	9929.06	8014.13	4637.05	9488.21	7294.1	7955.06	9847.18	6482.7	7819.75	11951.3	7817.98	6982.03	6874.33	6363.34	
ACTR3B	1985.58	2189.08	1449.3		2080.43	574.68		1831.81	494.89		635.194	1363.94		2702.17	1663.29		1062		1341.03	2206.69	1386.96		1471.47	1344.97		1816.76	1362.83			777.056			2479.11	1154.66		1730.62	1409.05		1869.03	2142.65		1615.46	1316.33		2790.01	1640.79	1940.42	1451.25	1389.98		2729.62				1393.69		1847.38	883.065		2115.67				1180.25	1700.21	1823.67	1763.22		952.96	944.828		869.915	
